status, oldUrl,expectedUrl,reason, actualUrl
passed, https://ukplmigration.thomsonreuters.com/A14067 ,https://uk.practicallaw.thomsonreuters.com/3-101-2109, ,
passed, https://ukplmigration.thomsonreuters.com/A14120 ,https://uk.practicallaw.thomsonreuters.com/5-101-2146, ,
passed, https://ukplmigration.thomsonreuters.com/A14224 ,https://uk.practicallaw.thomsonreuters.com/5-101-2250, ,
passed, https://ukplmigration.thomsonreuters.com/A14246 ,https://uk.practicallaw.thomsonreuters.com/1-101-2271, ,
passed, https://ukplmigration.thomsonreuters.com/A14338 ,https://uk.practicallaw.thomsonreuters.com/8-101-2357, ,
passed, https://ukplmigration.thomsonreuters.com/A14344 ,https://uk.practicallaw.thomsonreuters.com/8-101-2362, ,
passed, https://ukplmigration.thomsonreuters.com/A14401 ,https://uk.practicallaw.thomsonreuters.com/1-101-2412, ,
passed, https://ukplmigration.thomsonreuters.com/A14459 ,https://uk.practicallaw.thomsonreuters.com/1-107-3684, ,
passed, https://ukplmigration.thomsonreuters.com/A14460 ,https://uk.practicallaw.thomsonreuters.com/8-107-3685, ,
passed, https://ukplmigration.thomsonreuters.com/A14461 ,https://uk.practicallaw.thomsonreuters.com/6-107-3686, ,
passed, https://ukplmigration.thomsonreuters.com/A14462 ,https://uk.practicallaw.thomsonreuters.com/4-107-3687, ,
passed, https://ukplmigration.thomsonreuters.com/A14463 ,https://uk.practicallaw.thomsonreuters.com/2-107-3688, ,
passed, https://ukplmigration.thomsonreuters.com/A14464 ,https://uk.practicallaw.thomsonreuters.com/0-107-3689, ,
passed, https://ukplmigration.thomsonreuters.com/A14465 ,https://uk.practicallaw.thomsonreuters.com/8-107-3690, ,
passed, https://ukplmigration.thomsonreuters.com/A14466 ,https://uk.practicallaw.thomsonreuters.com/6-107-3691, ,
passed, https://ukplmigration.thomsonreuters.com/A14467 ,https://uk.practicallaw.thomsonreuters.com/4-107-3692, ,
passed, https://ukplmigration.thomsonreuters.com/A14468 ,https://uk.practicallaw.thomsonreuters.com/2-107-3693, ,
passed, https://ukplmigration.thomsonreuters.com/A14469 ,https://uk.practicallaw.thomsonreuters.com/0-107-3694, ,
passed, https://ukplmigration.thomsonreuters.com/A14470 ,https://uk.practicallaw.thomsonreuters.com/7-107-3695, ,
passed, https://ukplmigration.thomsonreuters.com/A14472 ,https://uk.practicallaw.thomsonreuters.com/5-107-3696, ,
passed, https://ukplmigration.thomsonreuters.com/A14473 ,https://uk.practicallaw.thomsonreuters.com/3-107-3697, ,
passed, https://ukplmigration.thomsonreuters.com/A14476 ,https://uk.practicallaw.thomsonreuters.com/9-107-3699, ,
passed, https://ukplmigration.thomsonreuters.com/A14477 ,https://uk.practicallaw.thomsonreuters.com/5-107-3700, ,
passed, https://ukplmigration.thomsonreuters.com/A14478 ,https://uk.practicallaw.thomsonreuters.com/3-107-3701, ,
passed, https://ukplmigration.thomsonreuters.com/A14479 ,https://uk.practicallaw.thomsonreuters.com/1-107-3702, ,
passed, https://ukplmigration.thomsonreuters.com/A14480 ,https://uk.practicallaw.thomsonreuters.com/9-107-3703, ,
passed, https://ukplmigration.thomsonreuters.com/A14481 ,https://uk.practicallaw.thomsonreuters.com/7-107-3704, ,
passed, https://ukplmigration.thomsonreuters.com/A14482 ,https://uk.practicallaw.thomsonreuters.com/4-107-3705, ,
passed, https://ukplmigration.thomsonreuters.com/A14484 ,https://uk.practicallaw.thomsonreuters.com/0-107-3707, ,
passed, https://ukplmigration.thomsonreuters.com/A14485 ,https://uk.practicallaw.thomsonreuters.com/8-107-3708, ,
passed, https://ukplmigration.thomsonreuters.com/A14486 ,https://uk.practicallaw.thomsonreuters.com/6-107-3709, ,
passed, https://ukplmigration.thomsonreuters.com/A14487 ,https://uk.practicallaw.thomsonreuters.com/4-107-3710, ,
passed, https://ukplmigration.thomsonreuters.com/A14491 ,https://uk.practicallaw.thomsonreuters.com/5-102-1315, ,
passed, https://ukplmigration.thomsonreuters.com/A14492 ,https://uk.practicallaw.thomsonreuters.com/6-107-3714, ,
passed, https://ukplmigration.thomsonreuters.com/A14494 ,https://uk.practicallaw.thomsonreuters.com/1-107-3716, ,
passed, https://ukplmigration.thomsonreuters.com/A14496 ,https://uk.practicallaw.thomsonreuters.com/9-107-3717, ,
passed, https://ukplmigration.thomsonreuters.com/A14497 ,https://uk.practicallaw.thomsonreuters.com/7-107-3718, ,
passed, https://ukplmigration.thomsonreuters.com/A14498 ,https://uk.practicallaw.thomsonreuters.com/3-107-3744, ,
passed, https://ukplmigration.thomsonreuters.com/A14499 ,https://uk.practicallaw.thomsonreuters.com/0-107-3745, ,
passed, https://ukplmigration.thomsonreuters.com/A14500 ,https://uk.practicallaw.thomsonreuters.com/8-107-3746, ,
passed, https://ukplmigration.thomsonreuters.com/A14501 ,https://uk.practicallaw.thomsonreuters.com/5-107-3719, ,
passed, https://ukplmigration.thomsonreuters.com/A14502 ,https://uk.practicallaw.thomsonreuters.com/3-107-3720, ,
passed, https://ukplmigration.thomsonreuters.com/A14504 ,https://uk.practicallaw.thomsonreuters.com/9-107-3722, ,
passed, https://ukplmigration.thomsonreuters.com/A14593 ,https://uk.practicallaw.thomsonreuters.com/0-107-3726, ,
passed, https://ukplmigration.thomsonreuters.com/A14629 ,https://uk.practicallaw.thomsonreuters.com/6-107-3728, ,
passed, https://ukplmigration.thomsonreuters.com/A14637 ,https://uk.practicallaw.thomsonreuters.com/4-107-3729, ,
passed, https://ukplmigration.thomsonreuters.com/A14671 ,https://uk.practicallaw.thomsonreuters.com/9-107-3736, ,
passed, https://ukplmigration.thomsonreuters.com/A14709 ,https://uk.practicallaw.thomsonreuters.com/7-107-3737, ,
passed, https://ukplmigration.thomsonreuters.com/A14754 ,https://uk.practicallaw.thomsonreuters.com/9-101-2470, ,
passed, https://ukplmigration.thomsonreuters.com/A14792 ,https://uk.practicallaw.thomsonreuters.com/6-101-2508, ,
passed, https://ukplmigration.thomsonreuters.com/A1480 ,https://uk.practicallaw.thomsonreuters.com/6-100-1430, ,
passed, https://ukplmigration.thomsonreuters.com/A14826 ,https://uk.practicallaw.thomsonreuters.com/5-101-2542, ,
passed, https://ukplmigration.thomsonreuters.com/A149 ,https://uk.practicallaw.thomsonreuters.com/9-100-0146, ,
passed, https://ukplmigration.thomsonreuters.com/A14938 ,https://uk.practicallaw.thomsonreuters.com/6-101-2565, ,
passed, https://ukplmigration.thomsonreuters.com/A14939 ,https://uk.practicallaw.thomsonreuters.com/4-101-2566, ,
passed, https://ukplmigration.thomsonreuters.com/A14943 ,https://uk.practicallaw.thomsonreuters.com/0-101-2568, ,
passed, https://ukplmigration.thomsonreuters.com/A14944 ,https://uk.practicallaw.thomsonreuters.com/8-101-2569, ,
passed, https://ukplmigration.thomsonreuters.com/A14967 ,https://uk.practicallaw.thomsonreuters.com/4-101-2590, ,
passed, https://ukplmigration.thomsonreuters.com/A14968 ,https://uk.practicallaw.thomsonreuters.com/2-101-2591, ,
passed, https://ukplmigration.thomsonreuters.com/A14970 ,https://uk.practicallaw.thomsonreuters.com/5-101-2641, ,
passed, https://ukplmigration.thomsonreuters.com/A14993 ,https://uk.practicallaw.thomsonreuters.com/9-101-2615, ,
passed, https://ukplmigration.thomsonreuters.com/A14995 ,https://uk.practicallaw.thomsonreuters.com/5-101-2617, ,
passed, https://ukplmigration.thomsonreuters.com/A150 ,https://uk.practicallaw.thomsonreuters.com/7-100-0147, ,
passed, https://ukplmigration.thomsonreuters.com/A15012 ,https://uk.practicallaw.thomsonreuters.com/8-101-2654, ,
passed, https://ukplmigration.thomsonreuters.com/A15058 ,https://uk.practicallaw.thomsonreuters.com/9-101-2700, ,
passed, https://ukplmigration.thomsonreuters.com/A15059 ,https://uk.practicallaw.thomsonreuters.com/7-101-2701, ,
passed, https://ukplmigration.thomsonreuters.com/A15060 ,https://uk.practicallaw.thomsonreuters.com/5-101-2702, ,
passed, https://ukplmigration.thomsonreuters.com/A15066 ,https://uk.practicallaw.thomsonreuters.com/2-101-2708, ,
passed, https://ukplmigration.thomsonreuters.com/A15069 ,https://uk.practicallaw.thomsonreuters.com/6-101-2711, ,
passed, https://ukplmigration.thomsonreuters.com/A15189 ,https://uk.practicallaw.thomsonreuters.com/0-107-3750, ,
passed, https://ukplmigration.thomsonreuters.com/A15190 ,https://uk.practicallaw.thomsonreuters.com/8-107-3751, ,
passed, https://ukplmigration.thomsonreuters.com/A15191 ,https://uk.practicallaw.thomsonreuters.com/6-107-3752, ,
passed, https://ukplmigration.thomsonreuters.com/A15194 ,https://uk.practicallaw.thomsonreuters.com/4-107-3753, ,
passed, https://ukplmigration.thomsonreuters.com/A15195 ,https://uk.practicallaw.thomsonreuters.com/2-107-3754, ,
passed, https://ukplmigration.thomsonreuters.com/A15196 ,https://uk.practicallaw.thomsonreuters.com/9-107-3755, ,
passed, https://ukplmigration.thomsonreuters.com/A15199 ,https://uk.practicallaw.thomsonreuters.com/7-107-3756, ,
passed, https://ukplmigration.thomsonreuters.com/A15200 ,https://uk.practicallaw.thomsonreuters.com/5-107-3757, ,
passed, https://ukplmigration.thomsonreuters.com/A15201 ,https://uk.practicallaw.thomsonreuters.com/3-107-3758, ,
passed, https://ukplmigration.thomsonreuters.com/A15202 ,https://uk.practicallaw.thomsonreuters.com/1-107-3759, ,
passed, https://ukplmigration.thomsonreuters.com/A15203 ,https://uk.practicallaw.thomsonreuters.com/9-107-3760, ,
passed, https://ukplmigration.thomsonreuters.com/A15204 ,https://uk.practicallaw.thomsonreuters.com/7-107-3761, ,
passed, https://ukplmigration.thomsonreuters.com/A15205 ,https://uk.practicallaw.thomsonreuters.com/5-107-3762, ,
passed, https://ukplmigration.thomsonreuters.com/A15206 ,https://uk.practicallaw.thomsonreuters.com/3-107-3763, ,
failed, https://ukplmigration.thomsonreuters.com/A15207 ,https://uk.practicallaw.thomsonreuters.com/1-107-3764,java.lang.AssertionError: Document is unavailable,Page not found
passed, https://ukplmigration.thomsonreuters.com/A15208 ,https://uk.practicallaw.thomsonreuters.com/8-107-3765, ,
passed, https://ukplmigration.thomsonreuters.com/A15209 ,https://uk.practicallaw.thomsonreuters.com/6-107-3766, ,
passed, https://ukplmigration.thomsonreuters.com/A15210 ,https://uk.practicallaw.thomsonreuters.com/4-107-3767, ,
passed, https://ukplmigration.thomsonreuters.com/A15211 ,https://uk.practicallaw.thomsonreuters.com/2-107-3768, ,
passed, https://ukplmigration.thomsonreuters.com/A15213 ,https://uk.practicallaw.thomsonreuters.com/8-107-5019, ,
passed, https://ukplmigration.thomsonreuters.com/A15214 ,https://uk.practicallaw.thomsonreuters.com/8-107-3770, ,
passed, https://ukplmigration.thomsonreuters.com/A15220 ,https://uk.practicallaw.thomsonreuters.com/2-107-3773, ,
passed, https://ukplmigration.thomsonreuters.com/A15221 ,https://uk.practicallaw.thomsonreuters.com/0-107-3774, ,
passed, https://ukplmigration.thomsonreuters.com/A15223 ,https://uk.practicallaw.thomsonreuters.com/3-102-1321, ,
passed, https://ukplmigration.thomsonreuters.com/A15436 ,https://uk.practicallaw.thomsonreuters.com/9-101-2856, ,
passed, https://ukplmigration.thomsonreuters.com/a15437 ,https://uk.practicallaw.thomsonreuters.com/7-101-2857, ,
passed, https://ukplmigration.thomsonreuters.com/A15468 ,https://uk.practicallaw.thomsonreuters.com/2-101-2888, ,
passed, https://ukplmigration.thomsonreuters.com/A15666 ,https://uk.practicallaw.thomsonreuters.com/1-101-2916, ,
passed, https://ukplmigration.thomsonreuters.com/A15671 ,https://uk.practicallaw.thomsonreuters.com/1-101-2921, ,
