status, oldUrl, newUrl,failure, actual
passed,the user opens /A10476 on the old website,the user verifies resulting resource /4-107-3668,null,
failed,the user opens /a10478 on the old website,the user verifies resulting resource /5-100-9629,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A10480 on the old website,the user verifies resulting resource /9-107-3741,null,
passed,the user opens /A10484 on the old website,the user verifies resulting resource /7-107-3742,null,
passed,the user opens /A1051 on the old website,the user verifies resulting resource /8-100-1014,null,
passed,the user opens /A1085 on the old website,the user verifies resulting resource /8-100-1047,null,
passed,the user opens /A11023 on the old website,the user verifies resulting resource /9-101-0013,null,
passed,the user opens /A11251 on the old website,the user verifies resulting resource /0-101-0215,null,
passed,the user opens /A11253 on the old website,the user verifies resulting resource /6-101-0217,null,
passed,the user opens /A11255 on the old website,the user verifies resulting resource /2-101-0219,null,
passed,the user opens /A11277 on the old website,the user verifies resulting resource /6-101-0241,null,
passed,the user opens /A11290 on the old website,the user verifies resulting resource /9-101-0254,null,
passed,the user opens /A11318 on the old website,the user verifies resulting resource /2-101-0262,null,
passed,the user opens /A11320 on the old website,the user verifies resulting resource /8-101-0264,null,
passed,the user opens /A11337 on the old website,the user verifies resulting resource /2-101-0281,null,
passed,the user opens /A11452 on the old website,the user verifies resulting resource /6-101-0383,null,
passed,the user opens /A11523 on the old website,the user verifies resulting resource /7-101-0453,null,
passed,the user opens /A11553 on the old website,the user verifies resulting resource /7-101-0467,null,
passed,the user opens /A11762 on the old website,the user verifies resulting resource /8-101-0612,null,
passed,the user opens /A11884 on the old website,the user verifies resulting resource /2-101-0733,null,
passed,the user opens /A11946 on the old website,the user verifies resulting resource /6-101-0745,null,
passed,the user opens /A11948 on the old website,the user verifies resulting resource /2-101-0747,null,
passed,the user opens /A11958 on the old website,the user verifies resulting resource /4-101-2632,null,
passed,the user opens /A11997 on the old website,the user verifies resulting resource /1-101-0795,null,
passed,the user opens /A12128 on the old website,the user verifies resulting resource /5-201-9972,null,
passed,the user opens /A12195 on the old website,the user verifies resulting resource /8-101-0966,null,
passed,the user opens /A12212 on the old website,the user verifies resulting resource /7-101-0981,null,
passed,the user opens /A12360 on the old website,the user verifies resulting resource /1-101-1059,null,
passed,the user opens /A12365 on the old website,the user verifies resulting resource /1-101-1064,null,
passed,the user opens /A12371 on the old website,the user verifies resulting resource /8-101-1070,null,
passed,the user opens /A12382 on the old website,the user verifies resulting resource /5-101-1081,null,
passed,the user opens /A12447 on the old website,the user verifies resulting resource /4-102-1146,null,
passed,the user opens /A12476 on the old website,the user verifies resulting resource /8-101-1169,null,
passed,the user opens /A12551 on the old website,the user verifies resulting resource /6-101-1231,null,
passed,the user opens /A12564 on the old website,the user verifies resulting resource /3-101-1242,null,
passed,the user opens /A12590 on the old website,the user verifies resulting resource /8-101-1268,null,
passed,the user opens /A12661 on the old website,the user verifies resulting resource /2-101-1332,null,
passed,the user opens /A12662 on the old website,the user verifies resulting resource /0-101-1333,null,
passed,the user opens /A12663 on the old website,the user verifies resulting resource /8-101-1334,null,
passed,the user opens /A12848 on the old website,the user verifies resulting resource /6-101-1504,null,
passed,the user opens /A12921 on the old website,the user verifies resulting resource /4-101-1576,null,
passed,the user opens /A12922 on the old website,the user verifies resulting resource /2-101-1577,null,
passed,the user opens /A12929 on the old website,the user verifies resulting resource /8-101-1584,null,
passed,the user opens /A1348 on the old website,the user verifies resulting resource /9-100-1301,null,
passed,the user opens /A13600 on the old website,the user verifies resulting resource /0-101-1781,null,
passed,the user opens /A13601 on the old website,the user verifies resulting resource /8-101-1782,null,
passed,the user opens /A13627 on the old website,the user verifies resulting resource /1-101-1808,null,
passed,the user opens /A13640 on the old website,the user verifies resulting resource /4-101-1821,null,
passed,the user opens /A13663 on the old website,the user verifies resulting resource /6-101-1844,null,
passed,the user opens /A13788 on the old website,the user verifies resulting resource /1-101-1969,null,
passed,the user opens /A13794 on the old website,the user verifies resulting resource /8-101-1975,null,
passed,the user opens /A13795 on the old website,the user verifies resulting resource /6-101-1976,null,
passed,the user opens /A13883 on the old website,the user verifies resulting resource /8-101-1980,null,
passed,the user opens /A13937 on the old website,the user verifies resulting resource /9-101-2026,null,
passed,the user opens /A13955 on the old website,the user verifies resulting resource /6-101-2037,null,
passed,the user opens /A13960 on the old website,the user verifies resulting resource /6-101-2042,null,
passed,the user opens /A13989 on the old website,the user verifies resulting resource /9-101-2050,null,
passed,the user opens /A14002 on the old website,the user verifies resulting resource /2-101-2063,null,
passed,the user opens /A14008 on the old website,the user verifies resulting resource /9-101-2639,null,
passed,the user opens /A14010 on the old website,the user verifies resulting resource /7-101-2070,null,
passed,the user opens /A14067 on the old website,the user verifies resulting resource /3-101-2109,null,
passed,the user opens /A14120 on the old website,the user verifies resulting resource /5-101-2146,null,
passed,the user opens /A14224 on the old website,the user verifies resulting resource /5-101-2250,null,
passed,the user opens /A14246 on the old website,the user verifies resulting resource /1-101-2271,null,
passed,the user opens /A14338 on the old website,the user verifies resulting resource /8-101-2357,null,
passed,the user opens /A14344 on the old website,the user verifies resulting resource /8-101-2362,null,
passed,the user opens /A14401 on the old website,the user verifies resulting resource /1-101-2412,null,
passed,the user opens /A14459 on the old website,the user verifies resulting resource /1-107-3684,null,
passed,the user opens /A14460 on the old website,the user verifies resulting resource /8-107-3685,null,
passed,the user opens /A14461 on the old website,the user verifies resulting resource /6-107-3686,null,
passed,the user opens /A14462 on the old website,the user verifies resulting resource /4-107-3687,null,
passed,the user opens /A14463 on the old website,the user verifies resulting resource /2-107-3688,null,
passed,the user opens /A14464 on the old website,the user verifies resulting resource /0-107-3689,null,
passed,the user opens /A14465 on the old website,the user verifies resulting resource /8-107-3690,null,
passed,the user opens /A14466 on the old website,the user verifies resulting resource /6-107-3691,null,
passed,the user opens /A14467 on the old website,the user verifies resulting resource /4-107-3692,null,
passed,the user opens /A14468 on the old website,the user verifies resulting resource /2-107-3693,null,
passed,the user opens /A14469 on the old website,the user verifies resulting resource /0-107-3694,null,
passed,the user opens /A14470 on the old website,the user verifies resulting resource /7-107-3695,null,
passed,the user opens /A14472 on the old website,the user verifies resulting resource /5-107-3696,null,
passed,the user opens /A14473 on the old website,the user verifies resulting resource /3-107-3697,null,
passed,the user opens /A14476 on the old website,the user verifies resulting resource /9-107-3699,null,
passed,the user opens /A14477 on the old website,the user verifies resulting resource /5-107-3700,null,
passed,the user opens /A14478 on the old website,the user verifies resulting resource /3-107-3701,null,
passed,the user opens /A14479 on the old website,the user verifies resulting resource /1-107-3702,null,
passed,the user opens /A14480 on the old website,the user verifies resulting resource /9-107-3703,null,
passed,the user opens /A14481 on the old website,the user verifies resulting resource /7-107-3704,null,
passed,the user opens /A14482 on the old website,the user verifies resulting resource /4-107-3705,null,
passed,the user opens /A14484 on the old website,the user verifies resulting resource /0-107-3707,null,
passed,the user opens /A14485 on the old website,the user verifies resulting resource /8-107-3708,null,
passed,the user opens /A14486 on the old website,the user verifies resulting resource /6-107-3709,null,
passed,the user opens /A14487 on the old website,the user verifies resulting resource /4-107-3710,null,
passed,the user opens /A14491 on the old website,the user verifies resulting resource /5-102-1315,null,
passed,the user opens /A14492 on the old website,the user verifies resulting resource /6-107-3714,null,
passed,the user opens /A14494 on the old website,the user verifies resulting resource /1-107-3716,null,
passed,the user opens /A14496 on the old website,the user verifies resulting resource /9-107-3717,null,
passed,the user opens /A14497 on the old website,the user verifies resulting resource /7-107-3718,null,
passed,the user opens /A14498 on the old website,the user verifies resulting resource /3-107-3744,null,
passed,the user opens /A14499 on the old website,the user verifies resulting resource /0-107-3745,null,
passed,the user opens /A14500 on the old website,the user verifies resulting resource /8-107-3746,null,
passed,the user opens /A14501 on the old website,the user verifies resulting resource /5-107-3719,null,
passed,the user opens /A14502 on the old website,the user verifies resulting resource /3-107-3720,null,
passed,the user opens /A14504 on the old website,the user verifies resulting resource /9-107-3722,null,
passed,the user opens /A14593 on the old website,the user verifies resulting resource /0-107-3726,null,
passed,the user opens /A14629 on the old website,the user verifies resulting resource /6-107-3728,null,
passed,the user opens /A14637 on the old website,the user verifies resulting resource /4-107-3729,null,
passed,the user opens /A14671 on the old website,the user verifies resulting resource /9-107-3736,null,
passed,the user opens /A14709 on the old website,the user verifies resulting resource /7-107-3737,null,
passed,the user opens /A14754 on the old website,the user verifies resulting resource /9-101-2470,null,
passed,the user opens /A14792 on the old website,the user verifies resulting resource /6-101-2508,null,
passed,the user opens /A1480 on the old website,the user verifies resulting resource /6-100-1430,null,
passed,the user opens /A14826 on the old website,the user verifies resulting resource /5-101-2542,null,
passed,the user opens /A149 on the old website,the user verifies resulting resource /9-100-0146,null,
passed,the user opens /A14938 on the old website,the user verifies resulting resource /6-101-2565,null,
passed,the user opens /A14939 on the old website,the user verifies resulting resource /4-101-2566,null,
passed,the user opens /A14943 on the old website,the user verifies resulting resource /0-101-2568,null,
passed,the user opens /A14944 on the old website,the user verifies resulting resource /8-101-2569,null,
passed,the user opens /A14967 on the old website,the user verifies resulting resource /4-101-2590,null,
passed,the user opens /A14968 on the old website,the user verifies resulting resource /2-101-2591,null,
passed,the user opens /A14970 on the old website,the user verifies resulting resource /5-101-2641,null,
passed,the user opens /A14993 on the old website,the user verifies resulting resource /9-101-2615,null,
passed,the user opens /A14995 on the old website,the user verifies resulting resource /5-101-2617,null,
passed,the user opens /A150 on the old website,the user verifies resulting resource /7-100-0147,null,
passed,the user opens /A15012 on the old website,the user verifies resulting resource /8-101-2654,null,
passed,the user opens /A15058 on the old website,the user verifies resulting resource /9-101-2700,null,
passed,the user opens /A15059 on the old website,the user verifies resulting resource /7-101-2701,null,
passed,the user opens /A15060 on the old website,the user verifies resulting resource /5-101-2702,null,
passed,the user opens /A15066 on the old website,the user verifies resulting resource /2-101-2708,null,
passed,the user opens /A15069 on the old website,the user verifies resulting resource /6-101-2711,null,
passed,the user opens /A15189 on the old website,the user verifies resulting resource /0-107-3750,null,
passed,the user opens /A15190 on the old website,the user verifies resulting resource /8-107-3751,null,
passed,the user opens /A15191 on the old website,the user verifies resulting resource /6-107-3752,null,
passed,the user opens /A15194 on the old website,the user verifies resulting resource /4-107-3753,null,
passed,the user opens /A15195 on the old website,the user verifies resulting resource /2-107-3754,null,
passed,the user opens /A15196 on the old website,the user verifies resulting resource /9-107-3755,null,
passed,the user opens /A15199 on the old website,the user verifies resulting resource /7-107-3756,null,
passed,the user opens /A15200 on the old website,the user verifies resulting resource /5-107-3757,null,
passed,the user opens /A15201 on the old website,the user verifies resulting resource /3-107-3758,null,
passed,the user opens /A15202 on the old website,the user verifies resulting resource /1-107-3759,null,
passed,the user opens /A15203 on the old website,the user verifies resulting resource /9-107-3760,null,
passed,the user opens /A15204 on the old website,the user verifies resulting resource /7-107-3761,null,
passed,the user opens /A15205 on the old website,the user verifies resulting resource /5-107-3762,null,
passed,the user opens /A15206 on the old website,the user verifies resulting resource /3-107-3763,null,
failed,the user opens /A15207 on the old website,the user verifies resulting resource /1-107-3764,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A15208 on the old website,the user verifies resulting resource /8-107-3765,null,
passed,the user opens /A15209 on the old website,the user verifies resulting resource /6-107-3766,null,
passed,the user opens /A15210 on the old website,the user verifies resulting resource /4-107-3767,null,
passed,the user opens /A15211 on the old website,the user verifies resulting resource /2-107-3768,null,
passed,the user opens /A15213 on the old website,the user verifies resulting resource /8-107-5019,null,
passed,the user opens /A15214 on the old website,the user verifies resulting resource /8-107-3770,null,
passed,the user opens /A15220 on the old website,the user verifies resulting resource /2-107-3773,null,
passed,the user opens /A15221 on the old website,the user verifies resulting resource /0-107-3774,null,
passed,the user opens /A15223 on the old website,the user verifies resulting resource /3-102-1321,null,
passed,the user opens /A15436 on the old website,the user verifies resulting resource /9-101-2856,null,
passed,the user opens /a15437 on the old website,the user verifies resulting resource /7-101-2857,null,
passed,the user opens /A15468 on the old website,the user verifies resulting resource /2-101-2888,null,
passed,the user opens /A15666 on the old website,the user verifies resulting resource /1-101-2916,null,
passed,the user opens /A15671 on the old website,the user verifies resulting resource /1-101-2921,null,
passed,the user opens /A15672 on the old website,the user verifies resulting resource /9-101-2922,null,
passed,the user opens /A15716 on the old website,the user verifies resulting resource /6-101-2966,null,
passed,the user opens /A15740 on the old website,the user verifies resulting resource /6-101-2990,null,
passed,the user opens /A15748 on the old website,the user verifies resulting resource /9-101-2998,null,
passed,the user opens /A15845 on the old website,the user verifies resulting resource /5-101-3061,null,
passed,the user opens /A15861 on the old website,the user verifies resulting resource /1-101-3077,null,
passed,the user opens /A15863 on the old website,the user verifies resulting resource /7-101-3079,null,
passed,the user opens /A15880 on the old website,the user verifies resulting resource /1-101-3096,null,
passed,the user opens /A15886 on the old website,the user verifies resulting resource /7-101-3102,null,
passed,the user opens /A15932 on the old website,the user verifies resulting resource /0-101-3148,null,
failed,the user opens /A15935 on the old website,the user verifies resulting resource /4-101-3151,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A15949 on the old website,the user verifies resulting resource /4-101-3165,null,
passed,the user opens /A16000 on the old website,the user verifies resulting resource /5-101-3216,null,
passed,the user opens /A16077 on the old website,the user verifies resulting resource /8-101-3267,null,
failed,the user opens /A16078 on the old website,the user verifies resulting resource /5-107-3776,java.lang.AssertionError: Error except of document,
passed,the user opens /A16079 on the old website,the user verifies resulting resource /3-107-3777,null,
passed,the user opens /A16083 on the old website,the user verifies resulting resource /3-101-9281,null,
passed,the user opens /A16084 on the old website,the user verifies resulting resource /9-107-3779,null,
passed,the user opens /A16085 on the old website,the user verifies resulting resource /6-101-3268,null,
passed,the user opens /A16087 on the old website,the user verifies resulting resource /5-107-3781,null,
passed,the user opens /A16094 on the old website,the user verifies resulting resource /0-101-3271,null,
passed,the user opens /A16096 on the old website,the user verifies resulting resource /8-101-3272,null,
passed,the user opens /A16097 on the old website,the user verifies resulting resource /6-101-3273,null,
passed,the user opens /A16099 on the old website,the user verifies resulting resource /9-107-3784,null,
passed,the user opens /A16102 on the old website,the user verifies resulting resource /7-101-3277,null,
passed,the user opens /A16116 on the old website,the user verifies resulting resource /4-107-3786,null,
passed,the user opens /A16124 on the old website,the user verifies resulting resource /7-101-3296,null,
passed,the user opens /A1613 on the old website,the user verifies resulting resource /2-100-1559,null,
passed,the user opens /A16146 on the old website,the user verifies resulting resource /9-101-3318,null,
passed,the user opens /A16174 on the old website,the user verifies resulting resource /0-101-3346,null,
passed,the user opens /A16202 on the old website,the user verifies resulting resource /0-101-9305,null,
passed,the user opens /A16204 on the old website,the user verifies resulting resource /1-200-4741,null,
passed,the user opens /A16207 on the old website,the user verifies resulting resource /4-101-3373,null,
passed,the user opens /A16220 on the old website,the user verifies resulting resource /9-101-3380,null,
passed,the user opens /A16265 on the old website,the user verifies resulting resource /2-107-3787,null,
passed,the user opens /A16266 on the old website,the user verifies resulting resource /2-101-3388,null,
passed,the user opens /A16269 on the old website,the user verifies resulting resource /8-101-3390,null,
passed,the user opens /A16274 on the old website,the user verifies resulting resource /0-101-3394,null,
passed,the user opens /A16276 on the old website,the user verifies resulting resource /8-107-3789,null,
passed,the user opens /A16284 on the old website,the user verifies resulting resource /5-101-3400,null,
passed,the user opens /A16293 on the old website,the user verifies resulting resource /6-101-3409,null,
passed,the user opens /A16427 on the old website,the user verifies resulting resource /9-101-3530,null,
passed,the user opens /A16438 on the old website,the user verifies resulting resource /5-107-3795,null,
failed,the user opens /A16439 on the old website,the user verifies resulting resource /3-107-3796,java.lang.AssertionError: Error except of document,
passed,the user opens /a16440 on the old website,the user verifies resulting resource /1-107-3797,null,
passed,the user opens /A16442 on the old website,the user verifies resulting resource /9-107-3798,null,
passed,the user opens /A16443 on the old website,the user verifies resulting resource /7-107-3799,null,
passed,the user opens /A16446 on the old website,the user verifies resulting resource /2-101-3538,null,
passed,the user opens /A16450 on the old website,the user verifies resulting resource /1-107-3801,null,
failed,the user opens /A16456 on the old website,the user verifies resulting resource /2-107-3805,java.lang.AssertionError: Error except of document,
passed,the user opens /A16457 on the old website,the user verifies resulting resource /0-107-3806,null,
failed,the user opens /A16458 on the old website,the user verifies resulting resource /8-107-3807,java.lang.AssertionError: Error except of document,
passed,the user opens /A16459 on the old website,the user verifies resulting resource /6-107-3808,null,
failed,the user opens /A16460 on the old website,the user verifies resulting resource /4-107-3809,java.lang.AssertionError: Error except of document,
failed,the user opens /A16461 on the old website,the user verifies resulting resource /2-107-3810,java.lang.AssertionError: Error except of document,
passed,the user opens /A16462 on the old website,the user verifies resulting resource /0-107-3811,null,
failed,the user opens /A16465 on the old website,the user verifies resulting resource /6-107-3813,java.lang.AssertionError: Error except of document,
passed,the user opens /A16466 on the old website,the user verifies resulting resource /4-107-3814,null,
failed,the user opens /A16467 on the old website,the user verifies resulting resource /1-107-3815,java.lang.AssertionError: Error except of document,
passed,the user opens /A16468 on the old website,the user verifies resulting resource /9-107-3816,null,
failed,the user opens /A16469 on the old website,the user verifies resulting resource /7-107-3817,java.lang.AssertionError: Error except of document,
passed,the user opens /a16470 on the old website,the user verifies resulting resource /5-107-3818,null,
passed,the user opens /A16472 on the old website,the user verifies resulting resource /1-107-3820,null,
passed,the user opens /A16473 on the old website,the user verifies resulting resource /9-107-3821,null,
passed,the user opens /A16474 on the old website,the user verifies resulting resource /7-107-3822,null,
passed,the user opens /A16475 on the old website,the user verifies resulting resource /5-107-3823,null,
failed,the user opens /A16477 on the old website,the user verifies resulting resource /0-107-3825,java.lang.AssertionError: Error except of document,
failed,the user opens /A16480 on the old website,the user verifies resulting resource /4-107-3828,java.lang.AssertionError: Error except of document,
passed,the user opens /A16481 on the old website,the user verifies resulting resource /2-107-3829,null,
failed,the user opens /A16483 on the old website,the user verifies resulting resource /0-107-3830,java.lang.AssertionError: Document is unavailable,
failed,the user opens /A16485 on the old website,the user verifies resulting resource /8-107-3831,java.lang.AssertionError: Error except of document,
passed,the user opens /A16486 on the old website,the user verifies resulting resource /6-107-3832,null,
failed,the user opens /A16487 on the old website,the user verifies resulting resource /4-107-3833,java.lang.AssertionError: Error except of document,
passed,the user opens /A16488 on the old website,the user verifies resulting resource /2-107-3834,null,
failed,the user opens /A16489 on the old website,the user verifies resulting resource /9-107-3835,java.lang.AssertionError: Error except of document,
passed,the user opens /A16491 on the old website,the user verifies resulting resource /5-107-3837,null,
passed,the user opens /A16492 on the old website,the user verifies resulting resource /3-107-3838,null,
failed,the user opens /A16493 on the old website,the user verifies resulting resource /1-107-3839,java.lang.AssertionError: Error except of document,
passed,the user opens /A16494 on the old website,the user verifies resulting resource /9-107-3840,null,
failed,the user opens /A16495 on the old website,the user verifies resulting resource /7-107-3841,java.lang.AssertionError: Error except of document,
passed,the user opens /A16496 on the old website,the user verifies resulting resource /5-107-3842,null,
passed,the user opens /A16497 on the old website,the user verifies resulting resource /3-107-3843,null,
passed,the user opens /A16498 on the old website,the user verifies resulting resource /1-107-3844,null,
passed,the user opens /A16499 on the old website,the user verifies resulting resource /8-107-3845,null,
passed,the user opens /A16500 on the old website,the user verifies resulting resource /6-107-3846,null,
failed,the user opens /A16501 on the old website,the user verifies resulting resource /4-107-3847,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A16502 on the old website,the user verifies resulting resource /2-107-3848,null,
passed,the user opens /A16504 on the old website,the user verifies resulting resource /0-107-3849,null,
passed,the user opens /A16505 on the old website,the user verifies resulting resource /8-107-3850,null,
passed,the user opens /A16506 on the old website,the user verifies resulting resource /6-107-3851,null,
passed,the user opens /A16507 on the old website,the user verifies resulting resource /4-107-3852,null,
passed,the user opens /A16508 on the old website,the user verifies resulting resource /2-107-3853,null,
passed,the user opens /A16510 on the old website,the user verifies resulting resource /7-107-3855,null,
failed,the user opens /A16512 on the old website,the user verifies resulting resource /3-107-3857,java.lang.AssertionError: Error except of document,
passed,the user opens /A16514 on the old website,the user verifies resulting resource /9-107-3859,null,
failed,the user opens /A16517 on the old website,the user verifies resulting resource /3-107-3862,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A16520 on the old website,the user verifies resulting resource /1-107-3863,null,
passed,the user opens /A16529 on the old website,the user verifies resulting resource /9-107-3864,null,
passed,the user opens /A16530 on the old website,the user verifies resulting resource /6-107-3865,null,
passed,the user opens /A16532 on the old website,the user verifies resulting resource /2-107-3867,null,
passed,the user opens /A16535 on the old website,the user verifies resulting resource /6-107-3870,null,
passed,the user opens /A16536 on the old website,the user verifies resulting resource /4-107-3871,null,
failed,the user opens /A16537 on the old website,the user verifies resulting resource /2-107-3872,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A16538 on the old website,the user verifies resulting resource /8-107-4675,null,
passed,the user opens /A16539 on the old website,the user verifies resulting resource /0-107-3873,null,
passed,the user opens /A16540 on the old website,the user verifies resulting resource /3-107-4668,null,
passed,the user opens /A16543 on the old website,the user verifies resulting resource /5-107-3875,null,
failed,the user opens /A16545 on the old website,the user verifies resulting resource /1-107-3877,java.lang.AssertionError: Document is unavailable,
failed,the user opens /A16548 on the old website,the user verifies resulting resource /9-107-3878,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A16566 on the old website,the user verifies resulting resource /3-101-3552,null,
passed,the user opens /A16578 on the old website,the user verifies resulting resource /1-107-3882,null,
passed,the user opens /A16588 on the old website,the user verifies resulting resource /4-107-4724,null,
passed,the user opens /A16623 on the old website,the user verifies resulting resource /9-107-3883,null,
failed,the user opens /A16629 on the old website,the user verifies resulting resource /4-107-3885,java.lang.AssertionError: Error except of document,
passed,the user opens /A16630 on the old website,the user verifies resulting resource /2-107-3886,null,
passed,the user opens /A16631 on the old website,the user verifies resulting resource /0-107-3887,null,
passed,the user opens /A16632 on the old website,the user verifies resulting resource /8-107-3888,null,
passed,the user opens /A16635 on the old website,the user verifies resulting resource /6-107-3889,null,
passed,the user opens /A16645 on the old website,the user verifies resulting resource /0-101-3600,null,
passed,the user opens /A16647 on the old website,the user verifies resulting resource /8-107-3893,null,
passed,the user opens /A16648 on the old website,the user verifies resulting resource /6-107-3894,null,
passed,the user opens /A16656 on the old website,the user verifies resulting resource /3-107-3895,null,
passed,the user opens /A16659 on the old website,the user verifies resulting resource /7-101-3606,null,
failed,the user opens /A16665 on the old website,the user verifies resulting resource /3-101-3608,java.lang.AssertionError: Error except of document,
passed,the user opens /A16692 on the old website,the user verifies resulting resource /9-107-3897,null,
passed,the user opens /A16703 on the old website,the user verifies resulting resource /5-101-3645,null,
passed,the user opens /A16750 on the old website,the user verifies resulting resource /7-101-3692,null,
passed,the user opens /A16784 on the old website,the user verifies resulting resource /0-101-3723,null,
passed,the user opens /A16798 on the old website,the user verifies resulting resource /0-101-3737,null,
passed,the user opens /A16863 on the old website,the user verifies resulting resource /2-101-3802,null,
passed,the user opens /A16874 on the old website,the user verifies resulting resource /1-101-3812,null,
passed,the user opens /A16889 on the old website,the user verifies resulting resource /1-101-3826,null,
failed,the user opens /A16899 on the old website,the user verifies resulting resource /2-101-3835,java.lang.AssertionError: Document is unavailable,
passed,the user opens /a16910 on the old website,the user verifies resulting resource /7-107-3898,null,
passed,the user opens /A16911 on the old website,the user verifies resulting resource /5-107-3899,null,
passed,the user opens /A16913 on the old website,the user verifies resulting resource /1-107-3900,null,
passed,the user opens /A16914 on the old website,the user verifies resulting resource /1-101-3845,null,
failed,the user opens /A16918 on the old website,the user verifies resulting resource /7-101-3847,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A16920 on the old website,the user verifies resulting resource /5-101-3848,null,
passed,the user opens /A16924 on the old website,the user verifies resulting resource /9-107-3901,null,
passed,the user opens /A16954 on the old website,the user verifies resulting resource /8-101-9113,null,
passed,the user opens /A16998 on the old website,the user verifies resulting resource /8-101-3861,null,
passed,the user opens /A17000 on the old website,the user verifies resulting resource /7-107-3902,null,
passed,the user opens /A17007 on the old website,the user verifies resulting resource /2-101-9291,null,
passed,the user opens /A17014 on the old website,the user verifies resulting resource /1-101-3869,null,
passed,the user opens /A17020 on the old website,the user verifies resulting resource /1-101-3874,null,
passed,the user opens /A17028 on the old website,the user verifies resulting resource /5-107-3903,null,
passed,the user opens /A17035 on the old website,the user verifies resulting resource /0-101-3884,null,
passed,the user opens /A17036 on the old website,the user verifies resulting resource /0-101-9616,null,
passed,the user opens /A17039 on the old website,the user verifies resulting resource /3-101-3887,null,
passed,the user opens /A17040 on the old website,the user verifies resulting resource /1-101-3888,null,
passed,the user opens /A17041 on the old website,the user verifies resulting resource /9-101-3889,null,
passed,the user opens /A17058 on the old website,the user verifies resulting resource /3-107-3904,null,
passed,the user opens /A17077 on the old website,the user verifies resulting resource /8-101-3922,null,
passed,the user opens /A17115 on the old website,the user verifies resulting resource /0-107-3905,null,
passed,the user opens /A17116 on the old website,the user verifies resulting resource /8-107-4722,null,
passed,the user opens /A17117 on the old website,the user verifies resulting resource /0-107-4721,null,
passed,the user opens /A17146 on the old website,the user verifies resulting resource /1-101-3987,null,
passed,the user opens /A17212 on the old website,the user verifies resulting resource /1-101-4053,null,
passed,the user opens /A17218 on the old website,the user verifies resulting resource /8-101-4059,null,
passed,the user opens /A17261 on the old website,the user verifies resulting resource /6-101-4102,null,
passed,the user opens /A17350 on the old website,the user verifies resulting resource /7-101-4149,null,
failed,the user opens /A17385 on the old website,the user verifies resulting resource /7-102-1343,java.lang.AssertionError: Document is unavailable,
